date,rain,tmax,tmin
08-05-1952,0,41.47999954,27.77000046
09-05-1952,0,41.18999863,24.85000038
10-05-1952,0,40.54999924,25.70000076
11-05-1952,0,40.75999832,25.45999908
12-05-1952,0,41.49000168,27.45000076
13-05-1952,0,41.40999985,27.37000084
14-05-1952,0,41.18000031,26.75
15-05-1952,0,39.90999985,26.03000069
16-05-1952,0,39.79000092,25.46999931
17-05-1952,0,39.66999817,26.26000023
18-05-1952,0,39.54999924,26.87000084
19-05-1952,0,39.90999985,25.98999977
20-05-1952,0,39.04000092,26.05999947
21-05-1952,0,39.43999863,27.62999916
22-05-1952,0,40.56999969,27.62000084
23-05-1952,0,40.43000031,28.13999939
24-05-1952,0,40.88999939,27.60000038
25-05-1952,0,41.20999908,27.18000031
26-05-1952,0,40.95999908,26.85000038
27-05-1952,0,40.77999878,26.52000046
28-05-1952,0,41.22999954,26.81999969
29-05-1952,0,41.00999832,26.5
30-05-1952,0,40.86000061,26.29999924
31-05-1952,0,39.38999939,25.92000008
01-06-1952,0,39.31000137,26.09000015
02-06-1952,0,37.81000137,25.88999939
03-06-1952,0,37.34000015,26.51000023
04-06-1952,0,37.84999847,26.02000046
05-06-1952,0,37.83000183,26.07999992
06-06-1952,0,38.13999939,26.37999916
07-06-1952,0,38.09000015,27.10000038
08-06-1952,0,38.95000076,27.64999962
09-06-1952,0,40.18999863,28.12000084
10-06-1952,0,39.00999832,26.98999977
11-06-1952,0,39.59000015,27.68000031
12-06-1952,0,40.06000137,27.01000023
13-06-1952,0,38.02000046,26
14-06-1952,0,37.20999908,26
15-06-1952,25.08745003,36.81999969,26.46999931
16-06-1952,0.261186749,36.95000076,26.84000015
17-06-1952,0,37.15999985,27.12000084
18-06-1952,0,38.75,25.13999939
19-06-1952,0.100456446,36.95999908,24.75
20-06-1952,0,32.79999924,24.90999985
21-06-1952,0,33.77000046,25.14999962
22-06-1952,5.194852829,34.75,24.67000008
23-06-1952,0,30.39999962,24.38999939
24-06-1952,2.852962971,33.06000137,23.70000076
25-06-1952,0,33.25,24.86000061
26-06-1952,3.568477392,33.52000046,24.71999931
27-06-1952,11.35979271,34.93999863,25.04000092
28-06-1952,10.73698616,31.57999992,25.35000038
29-06-1952,0.401825786,34.31000137,25.19000053
30-06-1952,0,34.04000092,25.21999931
01-07-1952,0,33.84999847,25.18000031
02-07-1952,0,33.75,25.20000076
03-07-1952,0,35.09999847,25.62999916
04-07-1952,0,35.29000092,25.70000076
